bookID,average_rating,isbn13,  num_pages,ratings_count,text_reviews_count
332,3.6,9780821778258,256,95.0,13
333,3.44,9780060733032,147,217.0,24
337,4.02,9788432216060,239,4136.0,255
348,4.01,9780345413994,304,17232.0,649
350,3.92,9780441788385,528,251872.0,6241
354,3.87,9780441748600,434,10293.0,193
355,3.78,9780345316509,439,15970.0,438
356,3.97,9780765314932,256,6898.0,200
357,4.06,9780671742515,307,67803.0,1401
359,3.93,9780345455291,298,22091.0,746
362,4.14,9780345476517,368,2623.0,49
367,3.6,9780345368430,256,885.0,84
377,3.93,9781417622856,336,5.0,0
382,4.13,9780573650963,72,100.0,13
385,3.57,9780691122946,67,9358.0,995
386,3.78,9780393329407,347,9318.0,907
394,4.14,9780671867423,317,120.0,15
397,4.53,9780395883976,32,5239.0,76
399,3.92,9780684848150,827,1505.0,175
400,3.99,9780140156041,480,11857.0,564
403,3.43,9780140119480,377,393.0,55
404,3.43,9780679722946,256,1356.0,72
406,3.22,9780743244251,224,460.0,41
407,3.48,9780140179170,272,2492.0,145
408,3.64,9780679722953,339,3100.0,212
409,4.13,9781594201202,1085,5296.0,587
410,3.96,9780060930219,547,1415.0,177
411,3.69,9780060931674,152,2161.0,230
412,4.01,9780140283389,784,762.0,213
413,4.07,9780312423209,773,8086.0,602
414,3.69,9780141180632,385,702.0,69
415,4.01,9780143039945,776,29764.0,2164
416,3.5,9780316724432,193,334.0,34
418,3.8,9780140189308,352,2473.0,220
420,3.89,9781400043149,227,2656.0,336
421,4.17,9780374522216,222,11889.0,738
422,3.8,9780679754862,272,2962.0,255
423,3.86,9780679752868,240,2842.0,292
424,4.21,9780374521721,238,26934.0,1825
425,3.81,9780679754855,234,2070.0,169
426,4.5,9780307264879,1122,1564.0,108
428,3.87,9780374529949,231,23656.0,1706
431,3.89,9780143039839,308,43200.0,1873
432,3.79,9780140097313,203,12410.0,734
434,3.64,9780140097351,96,3672.0,195
435,3.89,9780940650763,179,2998.0,164
444,3.89,9780963188922,256,74.0,2
446,3.84,9780312426231,306,17977.0,1157
447,3.94,9780140115857,320,16099.0,503
453,3.9,9780140154078,217,361.0,36
454,3.23,9780805081459,145,6688.0,562
456,3.96,9780140178135,275,11744.0,443
463,3.77,9780811214988,104,2390.0,120
466,4.38,9782742741465,1075,21.0,1
475,3.93,9780143036555,608,52522.0,2780
476,3.4,9780446579780,211,213.0,26
477,4.15,9780521386739,262,719.0,86
478,3.8,9780743203043,544,4762.0,512
481,3.91,9780345438713,272,62.0,4
484,4.39,9780393318289,576,278.0,20
493,4.01,9781599869940,88,2862.0,262
494,3.78,9780806519609,542,2829.0,334
497,3.93,9780822549208,144,105.0,5
498,4.13,9780932813862,100,102.0,2
511,3.77,9780373792689,249,478.0,12
515,4.03,9780974514055,828,1577.0,49
523,3.95,9780764585975,112,73.0,8
524,3.68,9780307281708,6,408.0,96
531,4.11,9780812969702,397,1693.0,100
534,4.14,9780060255084,216,1.0,0
537,3.81,9780330485388,328,6485.0,966
538,3.81,9781594130236,532,367.0,73
539,3.8,9780345360359,224,1371.0,43
565,3.98,785342303476,296,793.0,28
570,3.8,9780321430847,456,549.0,42
576,3.85,9783822840856,575,288.0,31
597,3.81,9780743264464,245,26381.0,1109
599,3.73,9780743236010,272,62089.0,3324
619,3.51,9780553572490,419,474.0,19
629,3.77,9780060589462,540,166046.0,6446
639,4.08,9780802789471,32,1773.0,274
642,3.72,9780688060695,408,286.0,10
643,3.85,9781859605158,222,40.0,2
650,3.93,9781592530878,191,27.0,0
655,4.11,9780451528803,304,7300.0,266
656,4.11,9780192833983,1392,211671.0,6245
658,4.13,9780486451381,352,2403.0,210
662,3.69,9780452011878,1168,322483.0,14702
663,3.68,9780451163080,224,2750.0,108
664,3.87,9780452286757,752,1886.0,229
665,3.51,9780451163936,176,11462.0,467
667,3.63,9780452281257,105,110952.0,7277
668,3.91,9780451187840,464,23199.0,1086
669,3.88,9780451147950,340,3501.0,153
670,3.96,9780452274044,681,18.0,2
672,3.95,9780471791430,416,150.0,7
675,3.88,9780553803815,368,646.0,83
676,4.23,9780375755194,192,12180.0,630
678,3.62,9781592283194,286,51.0,5
681,3.09,9780975599518,571,1601.0,284
685,3.63,9780374502003,231,8854.0,672
698,3.55,9780307263940,277,17155.0,1841
700,3.77,9780312405540,826,44.0,3
702,3.59,9780195170139,528,234.0,11
703,3.77,9781400079490,391,33321.0,2925
707,3.59,9780688171629,164,8703.0,417
759,4.19,9780060932688,352,6375.0,179
762,3.97,9781400034956,118,7888.0,411
763,4.07,9780307350428,496,130.0,5
764,3.98,9780307350442,176,4508.0,278
765,3.99,9781400034543,533,397.0,47
766,3.6,9781400095803,112,5856.0,377
771,4.07,9780375708114,425,32569.0,1058
775,4.29,9780861714926,288,37.0,6
787,3.75,9781843535843,363,1.0,0
793,3.83,9781740594776,128,11.0,0
797,4.03,9788408064763,480,0.0,0
799,0.0,9781740592055,295,0.0,0
815,3.88,9780618710539,287,6870.0,237
816,4.25,9780060512804,1139,83184.0,4249
821,4.1,9782228894166,418,5.0,0
822,4.26,9780060733353,815,19320.0,565
823,3.93,9780060593087,927,30872.0,1735
824,3.61,9780553383447,448,2465.0,137
826,3.25,9780380816033,308,4657.0,223
827,4.19,9780553380965,499,71042.0,2767
828,3.68,9780553383430,640,4731.0,270
829,4.2,9780060833183,464,1567.0,65
830,4.03,9780553380958,438,188100.0,6612
834,4.16,9781880685358,450,1474.0,30
835,4.24,9781880685334,381,1929.0,72
840,4.17,9780465067107,240,18602.0,1379
841,3.95,9780465051366,272,3702.0,149
842,4.17,9780465067091,257,265.0,31
848,4.27,9780898709193,259,51.0,7
864,3.86,9780060887964,192,920.0,76
865,3.86,9780061122415,197,1631221.0,55843
866,4.57,9781421504605,192,9013.0,153
868,4.56,9781591169253,192,16666.0,299
869,4.57,9781421504599,192,11451.0,161
870,4.5,9781591169208,192,111091.0,1427
871,4.55,9781591169291,200,10752.0,294
872,3.86,9780060192501,198,251.0,32
873,4.52,9781591169239,192,14923.0,419
880,3.82,9780812974614,274,26922.0,1726
888,3.6,9781587157394,360,1156.0,68
890,3.87,9780142000670,103,1755253.0,25554
900,3.74,9780060554736,464,20529.0,1592
902,4.02,9780142401200,182,142121.0,8782
903,3.83,9780808553038,215,30231.0,1130
929,4.11,9781400096893,503,280309.0,3703
930,4.11,9780739326220,434,1301083.0,19296
931,4.11,9780099498186,497,2122.0,256
932,4.08,9781557046833,144,145.0,8
933,4.11,9780099771517,497,4189.0,462
935,3.93,9780743430593,334,1556.0,158
941,3.44,9781932664393,58,9.0,2
944,3.41,9780521750844,95,59.0,7
955,4.7,9780802415318,0,22.0,4
960,3.89,9781416524793,736,2418736.0,21303
965,3.89,9788495618771,508,196.0,20
966,3.89,9780972859899,18,65.0,7
968,3.84,9780307277671,489,1679706.0,35877
969,3.84,9780767926034,467,1120.0,105
972,3.84,9782266144346,744,377.0,16
975,3.71,9781416524809,736,4919.0,410
977,3.71,9780552151764,585,3353.0,183
980,3.71,9780593055076,448,61.0,4
987,4.04,9780786016068,383,456.0,41
998,4.03,9780671015206,258,61760.0,2600
1005,4.18,9781585424337,320,88897.0,2334
1007,4.18,9781932429237,368,48.0,9
1014,3.58,9780977616657,256,173.0,14
1022,3.95,9781563410901,288,253.0,17
1032,3.66,9780345479174,384,12748.0,948
1052,4.26,9780451205360,194,76451.0,3400
1053,4.26,9781419349997,4,86.0,15
1059,4.21,9781400098033,480,9498.0,637
1067,4.07,9780743226721,386,166916.0,6243
1068,4.22,9780140481396,192,1299.0,30
1073,3.62,9780226014906,284,31.0,5
1078,3.98,9781416500186,418,200744.0,7656
1090,3.93,9780310258971,5,26.0,2
1097,3.74,9780060838584,399,190039.0,4922
1099,3.74,9780141006871,384,811.0,77
1103,4.07,9780812968064,269,297533.0,14935
1110,3.78,9780385340540,422,72361.0,2334
1111,4.51,9780394720241,1344,11208.0,1237
1117,3.75,9780345480606,320,28.0,1
1120,3.74,9780060193393,201,3877.0,275
1121,3.65,9781579546014,288,401.0,63
1123,3.95,9780972018418,405,814.0,51
1130,4.13,9780471743675,245,228.0,16
1138,4.07,9780471430452,432,39.0,1
1164,3.15,9780805431575,368,26.0,8
1167,3.99,9780679838869,68,11178.0,623
1169,3.67,9780373250714,392,3379.0,67
1171,4.15,9780140143454,256,22843.0,936
1177,3.31,9780802732293,214,13.0,1
1188,4.08,694055000612,64,8.0,2
1191,3.96,9780307238276,256,14103.0,74
1192,3.95,9781400052585,256,40125.0,217
1193,4.09,9780307346582,240,8822.0,55
1196,4.09,9781400052387,256,3697.0,34
1197,4.06,9780609609972,304,1426.0,16
1198,3.92,9781400052370,287,275.0,15
1202,3.97,9780061234002,320,628745.0,13034
1204,3.97,9788466625128,250,193.0,23
1206,3.97,9780061245138,496,98.0,5
1218,4.27,9780399153594,338,189.0,25
1226,3.91,9780156030205,401,4318.0,668
1230,3.91,9780828808392,448,177.0,26
1234,3.49,9780140285970,400,102.0,8
1241,3.65,9780307276902,515,206011.0,10821
1242,3.56,9781411677319,256,43.0,6
1243,3.41,9780061171468,191,201.0,24
1246,4.05,9780787968335,458,873.0,40
1252,4.14,9780446394598,193,5354.0,281
1255,3.68,9780131494848,542,55.0,4
1265,3.72,9780316861014,397,1820.0,147
1274,3.55,9780060574215,368,132062.0,3303
1276,3.62,9780060192778,368,18.0,1
1281,3.55,9780061232053,2,43.0,3
1290,3.76,9780735200302,320,82.0,13
1295,4.05,9780553381672,512,184418.0,4432
1296,4.05,9780517542026,468,495.0,67
1301,4.26,9780393324815,317,85094.0,4155
1302,0.0,9780744005615,112,0.0,0
1303,4.18,9780140280197,452,60946.0,3167
1305,4.42,9780553383683,392,21934.0,1629
1307,4.07,9780553295412,414,16312.0,175
1312,3.58,9780812590104,721,146.0,4
1315,3.96,9780385516419,354,3002.0,198
1317,3.9,9780553381399,448,3422.0,157
1318,3.76,9780553382044,400,2138.0,125
1319,4.0,9780446691437,168,53653.0,4702
1320,3.78,9780826413017,176,14.0,2
1322,3.91,9780811701648,340,85.0,6
1326,4.1,9780140442755,160,226.0,20
1327,3.92,9780192802774,128,29.0,6
1328,3.92,9780140449747,176,236.0,22
1334,4.47,9780879756321,157,14.0,0
1337,4.5,9781890318239,125,26.0,4
1338,4.06,9780872207882,272,154.0,4
1342,4.35,9780801435300,233,18.0,1
1351,3.85,9780872204621,128,28.0,7
1354,3.95,9780140449044,208,8186.0,198
1362,3.99,9780140449082,716,34727.0,597
1363,3.99,9780140446388,622,227.0,18
1364,3.99,9780879757779,613,2.0,0
1365,3.99,9780192824257,772,271.0,41
1366,3.99,9780140440348,653,143.0,17
1367,3.99,9780393959468,464,40.0,5
1368,3.99,9780375400612,816,132.0,10
1369,3.99,9780226327709,710,36.0,6
1371,3.86,9780140275360,683,288792.0,3423
1373,3.86,9780872203525,574,1058.0,137
1374,3.86,9780374529055,588,692.0,81
1375,4.04,9780147712554,1556,54939.0,380
1376,3.86,9780140447941,462,1919.0,118
1377,3.86,9780451527370,312,158.0,15
1378,3.86,9780872205420,216,212.0,18
1381,3.76,9780143039952,541,760871.0,6557
1382,3.76,9780374525743,515,1713.0,179
1383,3.76,9780060931957,374,1131.0,78
1384,3.76,9780140449112,324,2543.0,167
1387,3.76,9780451527363,304,262.0,24
1391,4.35,9780865165847,161,69.0,6
1402,4.22,9780674995833,607,414.0,10
1403,4.13,9781891190230,136,67.0,7
1405,3.8,9780192837684,180,259.0,15
1408,3.94,9781558321250,272,55.0,0
1417,4.5,9780141000589,1808,578.0,25
1419,4.5,9780517092941,1248,62.0,6
1420,4.02,9780521618748,289,609271.0,7139
1423,4.44,9781557831576,137,8159.0,118
1424,3.64,9780062512796,272,888.0,92
1425,3.31,9780062513342,212,1204.0,79
1426,3.7,9780060527983,142,22662.0,945
1427,3.57,9780060832810,336,58917.0,2575
1428,3.57,9780061122095,208,70760.0,2702
1429,3.62,9780060930134,256,1415.0,68
1431,3.7,9780061124266,210,132064.0,5452
1433,4.02,9780140714548,148,1658.0,125
1437,3.69,9780764586033,129,65.0,6
1438,4.02,9780764585685,240,102.0,16
1439,4.29,9780879232153,450,489.0,57
1440,4.32,9780674991200,496,208.0,7
1441,3.72,9780872201682,172,610.0,15
1444,4.35,9780674991224,400,38.0,0
1445,3.9,9780872203945,530,154.0,21
1449,3.9,9780393971675,554,24.0,4
1459,4.29,9780674991873,480,35.0,0
1461,4.5,9780929524351,34,2.0,0
1462,4.03,9780226307800,221,4483.0,56
1463,4.21,9780226307848,228,3334.0,46
1465,4.21,9780226307831,307,560.0,8
1466,4.4,9781590171806,312,679.0,85
1467,4.17,9780553213638,432,1464.0,21
1468,4.0,9780226307824,255,541.0,15
1470,4.31,9780226307817,264,790.0,12
1473,4.03,9780140449297,206,9197.0,120
1474,4.23,9780674995604,432,61.0,4
1475,3.87,9780521643863,431,201.0,9
1476,4.14,9780140447262,360,164.0,8
1479,3.88,9780195125986,160,154.0,13
1480,3.78,9780413752802,192,9.0,0
1486,3.63,9780486424620,64,34.0,4
1488,3.86,9780393325836,128,116.0,6
1489,4.1,9780192832603,282,158.0,2
1491,4.26,9780674995338,528,27.0,5
1494,3.83,9780195061666,142,1950.0,95
1495,4.47,9780674995666,464,30.0,4
1499,3.87,9780195145663,116,367.0,35
1504,4.04,9780715631874,160,23.0,1
1506,4.2,9780822004240,69,5.0,0
1509,4.03,9780674995741,528,29.0,2
1510,4.07,9780674996007,605,25.0,3
1511,4.03,9780715629949,144,12.0,1
1515,4.43,9780226307664,672,46.0,7
1516,4.02,9780226307787,171,712.0,53
1517,4.1,9780226307947,188,389.0,26
1518,4.02,9780195135923,304,77.0,7
1519,4.02,9780140443332,335,28726.0,591
1521,4.02,9780872203907,224,303.0,21
1523,4.1,9780140441123,160,4303.0,62
1525,4.02,9780374527051,208,215.0,25
1526,4.02,9780812216271,178,12.0,3
1527,4.1,9780226307640,358,74.0,7
1529,4.03,9780521539814,95,31.0,3
1530,4.02,9781400041923,127,63.0,8
1531,4.1,9780812216714,232,12.0,2
1532,4.02,9780486292427,151,89.0,8
1533,4.1,9781419150012,208,1.0,0
1536,4.14,9780226307862,254,5032.0,36
1537,3.97,9780452011670,288,553.0,46
1538,4.27,9780451527844,420,2883.0,40
1540,3.97,9780156027649,259,45589.0,726
1542,3.97,9780140444254,430,2979.0,288
1546,3.97,9780872205857,304,109.0,7
1547,3.97,9780679431329,223,52.0,3
1548,4.14,9780140440287,218,135.0,9
1549,3.94,9780192835888,178,13358.0,199
1554,3.7,9781580495936,75,141555.0,1776
1555,3.97,9780451621603,390,8.0,1
1558,3.7,9780521617352,214,218.0,1
1559,3.7,9781416500339,144,740.0,57
1560,4.06,9780452007178,624,6086.0,79
1561,3.94,9780415907446,256,96.0,8
1562,4.21,9780553213430,577,1998.0,33
1563,3.83,9780812234565,336,4.0,0
1566,3.77,9780872203617,480,1.0,0
1567,3.95,9780140448146,241,3833.0,120
1568,3.42,9781585100873,96,23.0,1
1571,3.75,9780199120093,254,13.0,2
1572,4.07,9780674995376,624,69.0,10
1576,3.94,9780140441529,224,391.0,27
1577,4.03,9780156027656,400,14.0,2
1579,4.21,9780674995963,608,58.0,4
1584,2.8,49086007763,80,5.0,0
1585,4.07,9780198721598,376,14.0,3
1586,3.85,9780451616227,98,19.0,2
1590,3.6,9780198140818,408,262.0,13
1591,3.85,9780872206038,132,30604.0,552
1592,3.69,9780140443325,335,42.0,1
1595,4.33,9780521774338,238,5.0,2
1618,3.88,9781400032716,226,1054308.0,35537
1620,3.64,9780316156509,372,4067.0,357
1625,3.98,9780743482776,272,138101.0,2513
1627,3.94,9780743271325,55,24985.0,1751
1633,3.99,9780142000281,267,105507.0,3838
1634,3.46,9781576751725,176,75.0,12
1642,4.17,9788433924636,144,240.0,30
1643,4.14,9788433968777,209,331.0,24
1645,3.76,9781862076655,209,69.0,12
1646,3.96,9788433924711,218,1279.0,77
1654,3.76,9788433924629,227,1098.0,65
1658,2.83,9780321317100,664,0.0,0
1664,3.5,9780321365200,854,0.0,0
1667,4.05,9788432216428,159,453.0,60
1681,3.92,9781565480841,416,142.0,24
1684,3.92,9780679783190,905,104.0,16
1685,4.04,9781565481244,144,271.0,21
1686,4.27,9780520227576,576,1643.0,97
1693,4.03,9780024021502,191,2335.0,67
1698,3.92,9780872201866,296,84.0,8
1702,3.55,9780143035985,176,259.0,30
1703,3.71,9780192854520,144,236.0,33
1707,3.94,9781565482012,540,29.0,3
1709,4.07,9780060934910,302,2488.0,266
1710,4.07,9788466308953,478,11.0,0
1713,4.05,9780156001267,559,710.0,64
1715,4.05,9780140447897,723,48223.0,764
1718,4.05,9780393058109,624,30.0,8
1720,4.27,9780806128948,584,229.0,16
1721,4.32,9780806114569,560,32.0,3
1722,4.36,9780814317327,524,78.0,8
1725,4.02,9780674992559,400,98.0,5
1728,4.12,9780520242609,451,432.0,14
1729,4.52,9780674990470,499,61.0,4
1730,4.42,9780674990463,496,813.0,14
1731,4.08,9780814326114,152,12.0,0
1744,3.71,9780806115603,222,7.0,1
1750,4.62,9780691015972,440,12.0,0
1752,3.64,9780195143102,197,36.0,5
1761,3.64,9780195143737,208,264.0,14
1771,4.07,9780130158857,640,14.0,0
1796,3.86,9781857150605,594,30.0,2
1800,3.79,9780226301198,345,122.0,16
1801,4.12,9780521315791,302,32.0,3
1804,3.4,9780521011761,334,10.0,1
1805,3.73,9780521479349,212,10.0,0
1814,3.42,9781585424832,408,1416.0,217
1815,4.06,9780767907439,336,2799.0,166
1823,3.95,9780743233217,336,11990.0,831
1824,3.61,9780743270601,259,10679.0,899
1839,4.03,9780393061314,518,4356.0,404
1843,3.87,9780865475090,256,633.0,60
1845,3.98,9780385486804,207,800349.0,18198
1846,3.92,9780785268833,256,55106.0,1503
1848,4.26,9780743246989,562,73572.0,4280
1849,4.01,9780446579674,519,20909.0,944
1850,3.78,9780515142396,354,2456.0,115
1852,3.86,9780439227148,172,274649.0,7203
1853,4.17,9780375825385,40,4541.0,378
1856,2.67,9781591583660,196,9.0,2
1869,3.63,9780805063899,240,168362.0,5762
1877,4.04,9780394417752,168,15.0,3
1879,4.04,9780140268683,168,313.0,27
1883,4.08,9780140137347,304,51.0,2
1887,4.45,9780140251579,128,4244.0,99
1888,4.26,9780192802385,333,2399.0,253
1889,4.26,9780143036234,392,1821.0,210
1891,4.26,9780486440910,476,1146.0,166
1893,4.26,9781593083243,392,1628.0,171
1894,4.0,9781400032808,399,7481.0,1022
1896,3.71,9780375752674,160,330.0,40
1898,4.17,9780385494786,368,351406.0,11701
1902,4.01,9780679783619,288,1910.0,136
1911,3.68,9780374292799,616,87570.0,2800
1914,3.68,9788427032224,495,38.0,0
1925,4.07,9780898868098,342,43.0,1
1931,3.65,9780590422673,144,273.0,36
1934,4.07,9780451529305,449,1479727.0,18458
1935,4.07,9781402714580,536,1395.0,131
1936,4.07,9780439101363,562,462.0,45
1937,4.07,9780517221167,389,166.0,9
1946,4.33,9781931082730,1064,3124.0,87
1947,4.07,9781904633273,327,83.0,9
1955,3.84,9780743487603,496,131.0,28
1957,3.84,9781593081386,409,1343.0,183
1958,4.0,9781586633523,96,10.0,1
1959,3.84,9781593080556,429,730.0,88
1960,3.84,9781857151435,432,39.0,9
1972,4.16,9780671792275,592,9718.0,216
1976,4.21,9781405228183,416,1432.0,61
1982,4.3,9780517093399,848,32.0,2
1984,4.01,9780375760051,887,1235.0,146
1985,3.99,9780451530042,928,355.0,17
1987,3.85,9780671882365,416,4873.0,501
1988,3.82,9780670030774,224,552.0,81
1990,3.83,9780140436143,830,13212.0,394
1991,3.71,9780465031269,176,4532.0,278
1993,4.06,9780060183073,407,59.0,1
1999,3.84,9780822533894,112,127.0,10
2002,4.4,9780439321624,240,11515.0,139
2004,3.58,9780826452320,96,78.0,9
2005,4.57,9780747584667,768,1213.0,78
2010,3.66,9780765342515,256,1625.0,85
2011,3.81,9780765342539,320,6146.0,150
2015,3.43,9780765342522,192,1485.0,76
2019,2.67,9780413772787,96,3.0,1
2022,3.8,9781420926712,88,3.0,1
2025,3.85,9780198144960,320,76.0,6
2026,3.75,9780521834346,276,3.0,0
2028,3.77,9781573921336,124,56.0,4
2034,5.0,9780198145042,364,0.0,0
2043,3.86,9781853991141,127,7.0,1
2045,4.47,9781883011086,1076,1107.0,48
2046,4.5,9781883011079,1199,1324.0,66
2048,4.45,9780375415029,1016,241.0,11
2049,4.08,9780394758268,265,13233.0,570
2051,4.16,9780394757650,384,4952.0,162
2052,4.01,9780394758282,231,103400.0,4076
2054,4.22,9780394757681,379,26389.0,1619
2056,3.6,9780812970401,448,983.0,130
2057,3.82,9780452286870,205,214.0,31
2058,3.97,9781421501567,196,250.0,12
2059,4.22,9780563524748,2,10.0,2
2067,3.89,9780670034727,448,10135.0,330
2068,4.04,9780684824710,588,13563.0,235
2071,3.83,9780142003848,368,2324.0,88
2072,3.95,9780262540377,424,573.0,11
2074,3.82,9780465073511,192,1555.0,63
2077,3.61,9780387987200,244,21.0,3
2078,3.92,9780262540421,212,515.0,37
2081,4.14,9780553345841,512,4786.0,92
2093,4.17,9780553103748,256,817.0,63
2094,4.22,9780553804362,176,24035.0,828
2095,4.15,9780553802023,216,29607.0,645
2096,4.07,9780762419227,1160,1682.0,51
2099,4.29,9780465081981,304,1469.0,22
2100,3.94,9780393324464,224,257.0,10
2102,4.02,9780380707638,160,674.0,30
2103,4.09,9780691050843,152,989.0,40
2104,3.83,9780060977108,188,4774.0,178
2107,4.31,9780713484076,352,51.0,5
2109,4.13,9780316281331,859,371.0,12
2112,3.96,9780452282315,192,429.0,39
